0.4658212, 0.8246654, -0.5670207
0.4647296, 0.8258739, -0.5664061
0.4951346, 0.8327206, -0.5685576
0.5758157, 0.8784273, -0.5697061
0.6149516, 0.8404658, -0.5422235
0.6168501, 0.8350719, -0.5437126
0.6072059, 0.8672084, -0.55899
0.5608048, 0.88508, -0.5768473
0.4939816, 0.8917774, -0.6133839
0.4932562, 0.8884814, -0.6125281
0.484066, 0.8707887, -0.608531
0.4701715, 0.8463047, -0.6016194
0.4451894, 0.8445929, -0.5974571
0.4469448, 0.8336347, -0.5961354
0.4524235, 0.8312043, -0.5947112
0.4591255, 0.8432062, -0.6912498
0.4591255, 0.8432062, -0.6912498
